cdf_0 cdf_1 model1_0 model2_0
1.7551925010277256 -0.5229006032203973 4.735964271056482 1.1434402834552706
1.9206545459254645 -0.4738453277267588 4.676521719713805 1.3830289790238526
3.4388096020127192 -0.7256345851555566 4.092433075515146 1.2788513726494393
3.131752445121778 -0.7386054446970767 4.59071149910096 1.527964989393729
1.7118937690989493 -0.4581149458752764 4.668470152195479 1.6172449550349455
1.8142970669192657 -0.6543835858205147 4.411687595800166 2.0316951747410417
1.759199430356527 -0.2724263944407151 5.277646507609122 1.059566684600814
1.7584869834940902 -0.738565209639967 4.833509608446184 1.7461064915171267
0.24564467787252697 -0.4009258007290954 5.1832564286199165 1.5416554013835206
2.5199264767079925 -0.8823331593087939 4.560172172749559 0.9457328451415761
1.3548239388313559 -0.48961214658195035 5.159679864248082 1.4087911005303793
0.7937564839767346 -0.3219494559684064 4.91271014344268 1.4339302625659247
1.076378002810964 -0.51625600733022 5.178762367174831 1.105380675286043
0.0025295652949836045 -0.17824982511747284 4.883288111518546 1.1362828142016406
1.9253989532750162 -0.5198021673196465 4.190459194732896 1.8759212599662463
0.8424682215484218 -0.583787886129534 4.614919786692535 1.3198722089138073
1.231584709020431 -0.668624791822851 5.284230586877052 1.1293372452994732
1.8040203365027894 -0.8028206690885147 5.338175721413656 1.0907873780295294
1.558655095721515 -0.4253352238841935 4.753152940599735 0.7734185566029448
1.983874626801982 -0.5817590854673562 5.052733843154494 1.0565747199653888
-0.03031033015047946 -0.23780147441938737 4.417009686694682 1.4048942263212814
0.5534293875855222 -0.5985705535632818 4.918714028026456 1.0074382511633515
1.2350066254677365 -0.5257160391670889 4.7938752111171725 1.362383280952711
0.9642150587115018 -0.28449321632325875 4.979552880576648 1.462809277268224
0.8883000327913471 -0.26263015783850086 4.342261554813771 1.0270304874727278
0.8670282447077644 -0.4091907253416386 4.42887477904487 1.3304389140410775
1.922315333650776 -0.41578736952206824 4.514301981764092 1.3726104412857107
2.0791506408503944 -0.2761955401881948 4.4082812171860315 1.4260877403188486
1.9446171945978374 -0.3588233076925824 4.433394614211225 1.376453711280738
0.823732757406491 -0.8622245235752954 4.816765742744534 1.2852067568131544
1.155310371526927 -0.33683346624293564 4.488628414207582 1.6304520394349509
1.9503151580470566 -0.7112626934356858 4.380702519503879 1.6429136106528712
0.7440572484054464 -0.5051456359934894 4.39774291339625 0.7762467591691677
1.1777775889410307 -0.5799827304331686 4.245580129252656 1.4263870192100283
1.3723522631084841 -0.635231932104978 4.714542908586495 1.3653311964473156
1.4454915033783728 -0.36994780680585954 4.946944942871531 1.1399021265339897
0.6533258734480513 -0.5343034293646022 4.50498184632782 1.4552077928030844
0.8439732249473718 -0.2520223960698629 4.731523438108868 1.072845633667221
2.4456573550111775 -0.6108122829321844 4.283984001452482 0.8026058251334617
1.3729928771316113 -0.7227653788518597 4.592407153458781 1.3977149697891706
1.1908495673829953 -0.5504925429561461 5.201883190060593 1.3356114699285229
1.2788699466969868 -0.23757105416945676 4.564400326173881 0.9254553874784855
0.17893685972789353 -0.3375439888297057 4.471118977126754 1.6455221240094364
2.6052206685482635 -0.4296480056354584 4.671801672602266 1.3461984641819824
2.540246813429591 -0.5399451629514642 4.678153229073368 1.1535772910659783
2.0619633517706957 -0.28615411888092734 4.469934909373425 1.5364094298368
0.10865920637177895 -0.14941995680050935 4.649909861761476 1.4906529773646109
1.5873736593290169 -0.6409815481351268 4.65247134142324 1.6313587945508914
1.617629043654879 -0.4175235001432103 4.799519886338854 1.6844017840688439
1.7986186681634133 -0.41697515003210456 4.693055199179069 1.5335835531827284
0.7183489286489998 -0.32450670929189684 4.865323892734846 1.5561366901645575
2.1691626594348326 -0.5714013218677636 4.446028675288881 0.9945168977272684
